URN,folioURN,imgURN,specimenURN,text,Contributer,Date
urn:cite:botcar:catesbyLabels.pencilOnPage34.1,urn:cite:fufolio:CatesbyHS212.022,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_022_0484,urn:cite:botcar:sloane.34,i.61 Ligustrum laurifolio etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage345.1,urn:cite:fufolio:CatesbyHS232.032,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_032_0629,urn:cite:botcar:sloane.345,i.62 Acer virginianum@ etc. Acer rubrum L.Sp. Pl. 1055,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage419.1,urn:cite:fufolio:CatesbyHS232.035,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_035_0620,urn:cite:botcar:sloane.419,i.66 Alnifolia Americana@ etc.  Clethra alnifolia L. Sp. Pl. 396 Andromeda paniculata L.Sp. Pl. 394@ vol. 2 43,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage105.1,urn:cite:fufolio:CatesbyHS232.094,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_094_0560,urn:cite:botcar:sloane.105,i.67 Juglans nigra L. Sp. Pl. 997,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage180.1,urn:cite:fufolio:CatesbyHS232.097,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_097_0563,urn:cite:botcar:sloane.180,i.67 Juglans nigra L.Sp.Pl. 997,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage384.1,urn:cite:fufolio:CatesbyHS232.057,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_057_0599,urn:cite:botcar:sloane.384,i.71 Frutex oblongis@ etc. Andromeda arborea L. Sp. Pl. 394,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage260.1,urn:cite:fufolio:CatesbyHS212.011,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_011_0500,urn:cite:botcar:sloane.260,i.80 Fraxinus Carolinensis@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage21.1,urn:cite:fufolio:CatesbyHS232.036,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_036_0622,urn:cite:botcar:sloane.21,i.9 Castanea pumila@ etc.  Sp. Pl. 998,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage192.1,urn:cite:fufolio:CatesbyHS212.006,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_006_0499,urn:cite:botcar:sloane.192,ii 62,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage63.1,urn:cite:fufolio:CatesbyHS212.016,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_016_0494,urn:cite:botcar:sloane.63,ii 84 Philadelphus flore alba etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage238.1,urn:cite:fufolio:CatesbyHS212.004,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_004_0501,urn:cite:botcar:sloane.238,ii.102 Hamamelis Gronov.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage174.1,urn:cite:fufolio:CatesbyHS212.066,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_066_0440,urn:cite:botcar:sloane.174,ii.33 Frutex trifolius resinosus@ etc. fide index but ii.33 is Amyris elemifera Ptelea trifoliata L.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage160.1,urn:cite:fufolio:CatesbyHS212.018,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_018_0492,urn:cite:botcar:sloane.160,ii.54,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage48.1,urn:cite:fufolio:CatesbyHS232.068,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_068_0589,urn:cite:botcar:sloane.48,ii.58 Lilium Carolinianum@ etc. philadelphicum L. (??????),Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage13.1,urn:cite:fufolio:CatesbyHS212.057,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_057_0437,urn:cite:botcar:sloane.13,ii.62 Pseudo-Phalangium ramosum,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage243.1,urn:cite:fufolio:CatesbyHS212.079,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_079_0432,urn:cite:botcar:sloane.243,ii.65 Stirax Aceris folio Sp. Pl. 999,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage19.1,urn:cite:fufolio:CatesbyHS232.034,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_034_0634,urn:cite:botcar:sloane.19,ii.65 Stirax aceris folio. Liquidambar styraciflua L. Sp. Pl. 991 [449?],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage415.1,urn:cite:fufolio:CatesbyHS232.053,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_053_0607,urn:cite:botcar:sloane.415,ii.83 Frutex Virginianus trifolinus@ etc.  Ptelea trifoliata L.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage170.1,urn:cite:fufolio:CatesbyHS232.054,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_054_0603,urn:cite:botcar:sloane.170,ii.98 Chamaedaphne foliis Tini@ etc. Kalmia latifolia L. Sp. Pl.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage33.1,urn:cite:fufolio:CatesbyHS212.065,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_065_0441,urn:cite:botcar:sloane.33,Ilex Cassine L. Sp. Pl. 125; Ilex Cassine L. a. latifolia Ait. fest. locus[??????],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage271.1,urn:cite:fufolio:CatesbyHS212.064,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_064_0442,urn:cite:botcar:sloane.271,Kalmia latifolia L. Sp. Pl. 391 ii.98 Chamaedaphne foliis Tini@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage220.1,urn:cite:fufolio:CatesbyHS212.094,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_094_0408,urn:cite:botcar:sloane.220,Liatris Elegans Walter,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage210.1,urn:cite:fufolio:CatesbyHS232.040,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_040_0621,urn:cite:botcar:sloane.210,Liatris elegans Willd.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage216.1,urn:cite:fufolio:CatesbyHS212.092,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_092_0418,urn:cite:botcar:sloane.216,Liatris Elegans@ Willd.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage181.1,urn:cite:fufolio:CatesbyHS232.040,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_040_0621,urn:cite:botcar:sloane.181,Liatris paniculata Willd.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage370.1,urn:cite:fufolio:CatesbyHS212.094,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_094_0408,urn:cite:botcar:sloane.370,Liatris spicata Lin.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage213.1,urn:cite:fufolio:CatesbyHS212.094,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_094_0408,urn:cite:botcar:sloane.213,Liatris spicata Linn.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage104.1,urn:cite:fufolio:CatesbyHS212.054,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_054_0459,urn:cite:botcar:sloane.104,Liatris squamosa Willd,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage9.1,urn:cite:fufolio:CatesbyHS212.093,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_093_0415,urn:cite:botcar:sloane.9,Lippia nodiflora Michx.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage263.1,urn:cite:fufolio:CatesbyHS212.033,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_033_0472,urn:cite:botcar:sloane.263,Lonicera marilandica L.Sp. Pl. 175; ii.78; Gentiana forte?,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage308.1,urn:cite:fufolio:CatesbyHS232.092,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_092_0570,urn:cite:botcar:sloane.308,Morus rubra,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage169.1,urn:cite:fufolio:CatesbyHS232.052,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_052_0604,urn:cite:botcar:sloane.169,N. aquatica L.Sp.Pl. (in ???) 1058. Nyssa uniflora Wanger i. 60 Tupelo Arbor,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage90.1,urn:cite:fufolio:CatesbyHS232.117,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_117_0540,urn:cite:botcar:sloane.90,Paspalum,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage383.1,urn:cite:fufolio:CatesbyHS212.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_078_0433,urn:cite:botcar:sloane.383,Q. Phellos etc. L. Sp. Pl. 994 i.22 Quercus humilios@ etc,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage268.1,urn:cite:fufolio:CatesbyHS232.088,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_088_0566,urn:cite:botcar:sloane.268,referred to i.23 (Quercs Esculi divisura@ etc.) in list but that represents Q. rubra see Sp. Pl. 212.78. Quercus Catesbaei Mich. Hist. Chenes Am. No. 17.t.29!,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage207.1,urn:cite:fufolio:CatesbyHS212.029,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_029_0481,urn:cite:botcar:sloane.207,see Hort New ii 301 and Sol. Mss x 111.67,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage253.1,urn:cite:fufolio:CatesbyHS212.045,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_045_0454,urn:cite:botcar:sloane.253,see note by Macfarlane on f. 21,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage265.1,urn:cite:fufolio:CatesbyHS212.035,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_035_0480,urn:cite:botcar:sloane.265,Sp. Pl. 195,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage309.1,urn:cite:fufolio:CatesbyHS212.066,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_066_0440,urn:cite:botcar:sloane.309,Sp. Pl. 394.  i.71 Frutex foliis oblongis@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage306.1,urn:cite:fufolio:CatesbyHS212.063,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_063_0451,urn:cite:botcar:sloane.306,Sp. Pl. 505 i.24 ?apodophyllon Canadense@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage389.1,urn:cite:fufolio:CatesbyHS212.080,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_080_0431,urn:cite:botcar:sloane.389,Sp. Pl. 535 i.48 Arbor Tulipifera,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage218.1,urn:cite:fufolio:CatesbyHS232.056,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_056_0602,urn:cite:botcar:sloane.218,Sp. Pl. 71  i.32 Gramen Myloicophoron@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage4.1,urn:cite:fufolio:CatesbyHS212.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_078_0433,urn:cite:botcar:sloane.4,Sp. Pl. 996 1. Quercus Catesbaei Mich,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage360.1,urn:cite:fufolio:CatesbyHS232.121,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_121_0535,urn:cite:botcar:sloane.360,Stylanthus [?],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage304.1,urn:cite:fufolio:CatesbyHS232.119,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_119_0538,urn:cite:botcar:sloane.304,Stylosanthes,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage101.1,urn:cite:fufolio:CatesbyHS212.016,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_016_0494,urn:cite:botcar:sloane.101,Styrax americana?,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage289.1,urn:cite:fufolio:CatesbyHS232.105,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_105_0548,urn:cite:botcar:sloane.289,The Root of this plant the Indians esteem good for the Bite of the Rattlesnake.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage201.1,urn:cite:fufolio:CatesbyHS212.038,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_038_0473,urn:cite:botcar:sloane.201,This label has no connection with the specimen,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage25.1,urn:cite:fufolio:CatesbyHS212.033,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_033_0472,urn:cite:botcar:sloane.25,This was subsequently named by Solander Kriegia. See So. Hort 4471 syn = Helenium nudiflorum,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage7.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.7,Trillium cernuum L. Sp. Pl. 340. See Smith Spiciles f. 4. Catesby Carol. i.45 Sonumte fl. carneo. See Journ. Bot. 1901 (1907?) 321-335; Photographed Febr. 1967 Reg. No. N 1187; Trillium Catesbaei Elliott Fl. S. Carol.  i.429 (1817),Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel345.1,urn:cite:fufolio:CatesbyHS232.032,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_032_0629,urn:cite:botcar:sloane.345,Acer rubrum L.  Catesby 1-62 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel372.1,urn:cite:fufolio:CatesbyHS212.014,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_014_0498,urn:cite:botcar:sloane.372,Acer rubrum L.  Catesby 1-62 see also HS 232 f 32 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel32.1,urn:cite:fufolio:CatesbyHS232.122,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_122_0536,urn:cite:botcar:sloane.32,Aristolochia serpentaria L.  Catesby 1-29 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel47.1,urn:cite:fufolio:CatesbyHS212.016,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_016_0494,urn:cite:botcar:sloane.47,Calycanthus floridus L.  Catesby 1-46 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel117.1,urn:cite:fufolio:CatesbyHS212.003,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_003_0509,urn:cite:botcar:sloane.117,Carya tomentosa (Poir) Nutt. but the correct name needs further work since Rehder proposed Juglans alba as a nom. ambig.  Catesby 1-38. Det. Richard A. Howard 1982.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel21.1,urn:cite:fufolio:CatesbyHS232.036,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_036_0622,urn:cite:botcar:sloane.21,Castanea pumila (L.) Miller Catesby 1-9 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel80.1,urn:cite:fufolio:CatesbyHS232.051,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_051_0606,urn:cite:botcar:sloane.80,Catalpa bignonioides Walter Catesby 1-49 see also HS 212 f 61 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel431.1,urn:cite:fufolio:CatesbyHS212.061,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_061_0444,urn:cite:botcar:sloane.431,Catalpa bignonioides Walter Catesby 1-49 see also HS 232 f 51 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel419.1,urn:cite:fufolio:CatesbyHS232.035,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_035_0620,urn:cite:botcar:sloane.419,Clethra alnifolia L.  Catesby 1-66 see also HS 212 f 50 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel259.1,urn:cite:fufolio:CatesbyHS212.050,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_050_0469,urn:cite:botcar:sloane.259,Clethra alnifolia L.  Catesby 1-66 see also HS 232 f 35 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel150.1,urn:cite:fufolio:CatesbyHS232.041,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_041_0617,urn:cite:botcar:sloane.150,Cocculus carolinus (L) DC Catesby 1-51 see also f 104 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel164.1,urn:cite:fufolio:CatesbyHS232.104,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_104_0557,urn:cite:botcar:sloane.164,Cocculus carolinus (L) DC Catesby 1-51 see also f 41 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel192.1,urn:cite:fufolio:CatesbyHS212.006,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_006_0499,urn:cite:botcar:sloane.192,Commelina virginica L.  Catesby 2-62 see alo f 57 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel13.1,urn:cite:fufolio:CatesbyHS212.057,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_057_0437,urn:cite:botcar:sloane.13,Commelina virginica L.  Catesby 2-62 see also f 6 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel231.1,urn:cite:fufolio:CatesbyHS232.089,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_089_0568,urn:cite:botcar:sloane.231,Cornus florida L.  Catesby 1-27 see also HS 212 f 5 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel412.1,urn:cite:fufolio:CatesbyHS212.005,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_005_0503,urn:cite:botcar:sloane.412,Cornus florida L.@ Catesby 1-27@ see also HS 232 f 89; Det. Richard A. Howard 1982.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel67.1,urn:cite:fufolio:CatesbyHS232.043,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_043_0615,urn:cite:botcar:sloane.67,Eriogonum tomentosum Michx.  det. James L. Reveal@ U.S. National Museum@ 1972,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel260.1,urn:cite:fufolio:CatesbyHS212.011,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_011_0500,urn:cite:botcar:sloane.260,Fraxinus americana L. Catesby 1-80 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel355.1,urn:cite:fufolio:CatesbyHS212.087,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_087_0417,urn:cite:botcar:sloane.355,Gentiana catesbaei Walter Catesby 1-70 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel95.1,urn:cite:fufolio:CatesbyHS232.050,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_050_0605,urn:cite:botcar:sloane.95,Gordonia lasianthus (L.) Ellis Catesby 1-44 see also HS 212 f 13 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel262.1,urn:cite:fufolio:CatesbyHS212.013,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_013_0497,urn:cite:botcar:sloane.262,Gordonia lasianthus (L.) Ellis Catesby 1-44 see also HS 232 f 50 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel238.1,urn:cite:fufolio:CatesbyHS212.004,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_004_0501,urn:cite:botcar:sloane.238,Hamamelis virginiana L.  Catesby 2 app. 2 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel180.1,urn:cite:fufolio:CatesbyHS232.097,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_097_0563,urn:cite:botcar:sloane.180,Juglans nigra L.  Catesby 1-67 see also f 94 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel105.1,urn:cite:fufolio:CatesbyHS232.094,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_094_0560,urn:cite:botcar:sloane.105,Juglans nigra L.  Catesby 1-67 see also f 97 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel170.1,urn:cite:fufolio:CatesbyHS232.054,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_054_0603,urn:cite:botcar:sloane.170,Kalmia latifolia L.  Catesby 2-98 see also HS 212 f 64 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel271.1,urn:cite:fufolio:CatesbyHS212.064,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_064_0442,urn:cite:botcar:sloane.271,Kalmia latifolia L.  Catesby 2-98 see also HS 232 f 54 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel48.1,urn:cite:fufolio:CatesbyHS232.068,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_068_0589,urn:cite:botcar:sloane.48,Lilium catesbaei Walter Catesby 2-58 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel19.1,urn:cite:fufolio:CatesbyHS232.034,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_034_0634,urn:cite:botcar:sloane.19,Liquidambar styraciflua L.  Catesby 2-65 see also HS 212 f 79 Det Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel243.1,urn:cite:fufolio:CatesbyHS212.079,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_079_0432,urn:cite:botcar:sloane.243,Liquidambar styraciflua L.  Catesby 2-65 see also HS 232 f 34 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel389.1,urn:cite:fufolio:CatesbyHS212.080,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_080_0431,urn:cite:botcar:sloane.389,Liriodendron tulipifera L.  Catesby 1-48 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
